Id,ActivityHour,Calories,TotalIntensity,AverageIntensity,StepTotal,Date,Hour,DayOfWeek,Month,MonthName,TimeOfDay,IntensityCategory
3372868164,2016-04-21 02:00:00,56,0,0.0,0,2016-04-21,2,Thursday,4,April,Night,Sedentary
3372868164,2016-04-21 03:00:00,56,0,0.0,0,2016-04-21,3,Thursday,4,April,Night,Sedentary
3372868164,2016-04-21 04:00:00,56,0,0.0,0,2016-04-21,4,Thursday,4,April,Night,Sedentary
3372868164,2016-04-21 05:00:00,81,17,0.283333,237,2016-04-21,5,Thursday,4,April,Morning,Light
3372868164,2016-04-21 06:00:00,73,11,0.183333,196,2016-04-21,6,Thursday,4,April,Morning,Light
3372868164,2016-04-21 07:00:00,80,16,0.266667,224,2016-04-21,7,Thursday,4,April,Morning,Light
3372868164,2016-04-21 08:00:00,128,46,0.766667,746,2016-04-21,8,Thursday,4,April,Morning,Light
3372868164,2016-04-21 09:00:00,89,20,0.333333,435,2016-04-21,9,Thursday,4,April,Morning,Light
3372868164,2016-04-21 10:00:00,183,62,1.033333,1565,2016-04-21,10,Thursday,4,April,Morning,Light
3372868164,2016-04-21 11:00:00,219,81,1.35,1645,2016-04-21,11,Thursday,4,April,Morning,Light
3372868164,2016-04-21 12:00:00,64,5,0.083333,98,2016-04-21,12,Thursday,4,April,Afternoon,Light
3372868164,2016-04-21 13:00:00,96,26,0.433333,319,2016-04-21,13,Thursday,4,April,Afternoon,Light
3372868164,2016-04-21 14:00:00,92,22,0.366667,406,2016-04-21,14,Thursday,4,April,Afternoon,Light
3372868164,2016-04-21 15:00:00,89,22,0.366667,384,2016-04-21,15,Thursday,4,April,Afternoon,Light
3372868164,2016-04-21 16:00:00,70,9,0.15,134,2016-04-21,16,Thursday,4,April,Afternoon,Light
3372868164,2016-04-21 17:00:00,61,3,0.05,47,2016-04-21,17,Thursday,4,April,Evening,Light
3372868164,2016-04-21 18:00:00,104,29,0.483333,605,2016-04-21,18,Thursday,4,April,Evening,Light
3372868164,2016-04-21 19:00:00,132,41,0.683333,1239,2016-04-21,19,Thursday,4,April,Evening,Light
3372868164,2016-04-21 20:00:00,97,25,0.416667,495,2016-04-21,20,Thursday,4,April,Evening,Light
3372868164,2016-04-21 21:00:00,63,5,0.083333,12,2016-04-21,21,Thursday,4,April,Night,Light
3372868164,2016-04-21 22:00:00,65,6,0.1,70,2016-04-21,22,Thursday,4,April,Night,Light
3372868164,2016-04-21 23:00:00,56,0,0.0,0,2016-04-21,23,Thursday,4,April,Night,Sedentary
3372868164,2016-04-22 00:00:00,56,0,0.0,0,2016-04-22,0,Friday,4,April,Night,Sedentary
3372868164,2016-04-22 01:00:00,56,0,0.0,0,2016-04-22,1,Friday,4,April,Night,Sedentary
3372868164,2016-04-22 02:00:00,56,0,0.0,0,2016-04-22,2,Friday,4,April,Night,Sedentary
3372868164,2016-04-22 03:00:00,56,0,0.0,0,2016-04-22,3,Friday,4,April,Night,Sedentary
3372868164,2016-04-22 04:00:00,56,0,0.0,0,2016-04-22,4,Friday,4,April,Night,Sedentary
3372868164,2016-04-22 05:00:00,59,2,0.033333,0,2016-04-22,5,Friday,4,April,Morning,Light
3372868164,2016-04-22 06:00:00,56,0,0.0,0,2016-04-22,6,Friday,4,April,Morning,Sedentary
3372868164,2016-04-22 07:00:00,56,0,0.0,0,2016-04-22,7,Friday,4,April,Morning,Sedentary
3372868164,2016-04-22 08:00:00,65,6,0.1,99,2016-04-22,8,Friday,4,April,Morning,Light
3372868164,2016-04-22 09:00:00,79,16,0.266667,273,2016-04-22,9,Friday,4,April,Morning,Light
3372868164,2016-04-22 10:00:00,95,24,0.4,541,2016-04-22,10,Friday,4,April,Morning,Light
3372868164,2016-04-22 11:00:00,63,5,0.083333,46,2016-04-22,11,Friday,4,April,Morning,Light
3372868164,2016-04-22 12:00:00,56,0,0.0,0,2016-04-22,12,Friday,4,April,Afternoon,Sedentary
3372868164,2016-04-22 13:00:00,87,20,0.333333,296,2016-04-22,13,Friday,4,April,Afternoon,Light
3372868164,2016-04-22 14:00:00,79,15,0.25,239,2016-04-22,14,Friday,4,April,Afternoon,Light
3372868164,2016-04-22 15:00:00,101,28,0.466667,577,2016-04-22,15,Friday,4,April,Afternoon,Light
3372868164,2016-04-22 16:00:00,89,22,0.366667,302,2016-04-22,16,Friday,4,April,Afternoon,Light
3372868164,2016-04-22 17:00:00,63,4,0.066667,110,2016-04-22,17,Friday,4,April,Evening,Light
3372868164,2016-04-22 18:00:00,95,23,0.383333,831,2016-04-22,18,Friday,4,April,Evening,Light
3372868164,2016-04-22 19:00:00,75,12,0.2,240,2016-04-22,19,Friday,4,April,Evening,Light
3372868164,2016-04-22 20:00:00,78,13,0.216667,137,2016-04-22,20,Friday,4,April,Evening,Light
3372868164,2016-04-22 21:00:00,59,2,0.033333,28,2016-04-22,21,Friday,4,April,Night,Light
3372868164,2016-04-22 22:00:00,65,6,0.1,44,2016-04-22,22,Friday,4,April,Night,Light
3372868164,2016-04-22 23:00:00,68,8,0.133333,80,2016-04-22,23,Friday,4,April,Night,Light
3372868164,2016-04-23 00:00:00,56,0,0.0,0,2016-04-23,0,Saturday,4,April,Night,Sedentary
3372868164,2016-04-23 01:00:00,59,2,0.033333,0,2016-04-23,1,Saturday,4,April,Night,Light
3372868164,2016-04-23 02:00:00,57,1,0.016667,0,2016-04-23,2,Saturday,4,April,Night,Light
3372868164,2016-04-23 03:00:00,56,0,0.0,0,2016-04-23,3,Saturday,4,April,Night,Sedentary
3372868164,2016-04-23 04:00:00,56,0,0.0,0,2016-04-23,4,Saturday,4,April,Night,Sedentary
3372868164,2016-04-23 05:00:00,59,2,0.033333,0,2016-04-23,5,Saturday,4,April,Morning,Light
3372868164,2016-04-23 06:00:00,56,0,0.0,0,2016-04-23,6,Saturday,4,April,Morning,Sedentary
3372868164,2016-04-23 07:00:00,60,3,0.05,0,2016-04-23,7,Saturday,4,April,Morning,Light
3372868164,2016-04-23 08:00:00,67,7,0.116667,147,2016-04-23,8,Saturday,4,April,Morning,Light
3372868164,2016-04-23 09:00:00,94,24,0.4,349,2016-04-23,9,Saturday,4,April,Morning,Light
3372868164,2016-04-23 10:00:00,277,96,1.6,3084,2016-04-23,10,Saturday,4,April,Morning,Light
3372868164,2016-04-23 11:00:00,122,43,0.716667,401,2016-04-23,11,Saturday,4,April,Morning,Light
3372868164,2016-04-23 12:00:00,95,19,0.316667,493,2016-04-23,12,Saturday,4,April,Afternoon,Light
3372868164,2016-04-23 13:00:00,56,0,0.0,0,2016-04-23,13,Saturday,4,April,Afternoon,Sedentary
3372868164,2016-04-23 14:00:00,76,13,0.216667,179,2016-04-23,14,Saturday,4,April,Afternoon,Light
3372868164,2016-04-23 15:00:00,82,17,0.283333,311,2016-04-23,15,Saturday,4,April,Afternoon,Light
3372868164,2016-04-23 16:00:00,103,28,0.466667,654,2016-04-23,16,Saturday,4,April,Afternoon,Light
3372868164,2016-04-23 17:00:00,115,39,0.65,566,2016-04-23,17,Saturday,4,April,Evening,Light
3372868164,2016-04-23 18:00:00,73,10,0.166667,265,2016-04-23,18,Saturday,4,April,Evening,Light
3372868164,2016-04-23 19:00:00,120,41,0.683333,640,2016-04-23,19,Saturday,4,April,Evening,Light
3372868164,2016-04-23 20:00:00,81,17,0.283333,226,2016-04-23,20,Saturday,4,April,Evening,Light
3372868164,2016-04-23 21:00:00,56,0,0.0,0,2016-04-23,21,Saturday,4,April,Night,Sedentary
3372868164,2016-04-23 22:00:00,64,5,0.083333,81,2016-04-23,22,Saturday,4,April,Night,Light
3372868164,2016-04-23 23:00:00,56,0,0.0,0,2016-04-23,23,Saturday,4,April,Night,Sedentary
3372868164,2016-04-24 00:00:00,57,1,0.016667,0,2016-04-24,0,Sunday,4,April,Night,Light
3372868164,2016-04-24 01:00:00,57,1,0.016667,0,2016-04-24,1,Sunday,4,April,Night,Light
3372868164,2016-04-24 02:00:00,56,0,0.0,0,2016-04-24,2,Sunday,4,April,Night,Sedentary
3372868164,2016-04-24 03:00:00,56,0,0.0,0,2016-04-24,3,Sunday,4,April,Night,Sedentary
3372868164,2016-04-24 04:00:00,56,0,0.0,0,2016-04-24,4,Sunday,4,April,Night,Sedentary
3372868164,2016-04-24 05:00:00,57,1,0.016667,0,2016-04-24,5,Sunday,4,April,Morning,Light
3372868164,2016-04-24 06:00:00,63,5,0.083333,89,2016-04-24,6,Sunday,4,April,Morning,Light
3372868164,2016-04-24 07:00:00,98,28,0.466667,517,2016-04-24,7,Sunday,4,April,Morning,Light
3372868164,2016-04-24 08:00:00,86,16,0.266667,488,2016-04-24,8,Sunday,4,April,Morning,Light
3372868164,2016-04-24 09:00:00,72,10,0.166667,169,2016-04-24,9,Sunday,4,April,Morning,Light
3372868164,2016-04-24 10:00:00,66,6,0.1,176,2016-04-24,10,Sunday,4,April,Morning,Light
3372868164,2016-04-24 11:00:00,95,24,0.4,490,2016-04-24,11,Sunday,4,April,Morning,Light
3372868164,2016-04-24 12:00:00,82,17,0.283333,194,2016-04-24,12,Sunday,4,April,Afternoon,Light
3372868164,2016-04-24 13:00:00,77,15,0.25,108,2016-04-24,13,Sunday,4,April,Afternoon,Light
3372868164,2016-04-24 14:00:00,93,24,0.4,382,2016-04-24,14,Sunday,4,April,Afternoon,Light
3372868164,2016-04-24 15:00:00,206,74,1.233333,1860,2016-04-24,15,Sunday,4,April,Afternoon,Light
3372868164,2016-04-24 16:00:00,80,16,0.266667,279,2016-04-24,16,Sunday,4,April,Afternoon,Light
3372868164,2016-04-24 17:00:00,105,31,0.516667,603,2016-04-24,17,Sunday,4,April,Evening,Light
3372868164,2016-04-24 18:00:00,71,11,0.183333,116,2016-04-24,18,Sunday,4,April,Evening,Light
3372868164,2016-04-24 19:00:00,113,35,0.583333,823,2016-04-24,19,Sunday,4,April,Evening,Light
3372868164,2016-04-24 20:00:00,94,25,0.416667,425,2016-04-24,20,Sunday,4,April,Evening,Light
3372868164,2016-04-24 21:00:00,66,7,0.116667,12,2016-04-24,21,Sunday,4,April,Night,Light
3372868164,2016-04-24 22:00:00,57,1,0.016667,0,2016-04-24,22,Sunday,4,April,Night,Light
3372868164,2016-04-24 23:00:00,56,0,0.0,0,2016-04-24,23,Sunday,4,April,Night,Sedentary
3372868164,2016-04-25 00:00:00,56,0,0.0,0,2016-04-25,0,Monday,4,April,Night,Sedentary
3372868164,2016-04-25 01:00:00,57,1,0.016667,0,2016-04-25,1,Monday,4,April,Night,Light
3372868164,2016-04-25 02:00:00,57,1,0.016667,0,2016-04-25,2,Monday,4,April,Night,Light
3372868164,2016-04-25 03:00:00,56,0,0.0,0,2016-04-25,3,Monday,4,April,Night,Sedentary
3372868164,2016-04-25 04:00:00,56,0,0.0,0,2016-04-25,4,Monday,4,April,Night,Sedentary
3372868164,2016-04-25 05:00:00,63,4,0.066667,32,2016-04-25,5,Monday,4,April,Morning,Light
3372868164,2016-04-25 06:00:00,72,11,0.183333,148,2016-04-25,6,Monday,4,April,Morning,Light
3372868164,2016-04-25 07:00:00,108,33,0.55,484,2016-04-25,7,Monday,4,April,Morning,Light
3372868164,2016-04-25 08:00:00,141,53,0.883333,892,2016-04-25,8,Monday,4,April,Morning,Light
3372868164,2016-04-25 09:00:00,106,32,0.533333,448,2016-04-25,9,Monday,4,April,Morning,Light
3372868164,2016-04-25 10:00:00,144,46,0.766667,564,2016-04-25,10,Monday,4,April,Morning,Light
3372868164,2016-04-25 11:00:00,114,38,0.633333,331,2016-04-25,11,Monday,4,April,Morning,Light
3372868164,2016-04-25 12:00:00,100,25,0.416667,327,2016-04-25,12,Monday,4,April,Afternoon,Light
3372868164,2016-04-25 13:00:00,69,7,0.116667,143,2016-04-25,13,Monday,4,April,Afternoon,Light
3372868164,2016-04-25 14:00:00,83,16,0.266667,352,2016-04-25,14,Monday,4,April,Afternoon,Light
3372868164,2016-04-25 15:00:00,74,12,0.2,147,2016-04-25,15,Monday,4,April,Afternoon,Light
3372868164,2016-04-25 16:00:00,102,30,0.5,420,2016-04-25,16,Monday,4,April,Afternoon,Light
3372868164,2016-04-25 17:00:00,89,23,0.383333,275,2016-04-25,17,Monday,4,April,Evening,Light
3372868164,2016-04-25 18:00:00,88,21,0.35,446,2016-04-25,18,Monday,4,April,Evening,Light
3372868164,2016-04-25 19:00:00,77,14,0.233333,189,2016-04-25,19,Monday,4,April,Evening,Light
3372868164,2016-04-25 20:00:00,100,28,0.466667,540,2016-04-25,20,Monday,4,April,Evening,Light
3372868164,2016-04-25 21:00:00,80,16,0.266667,244,2016-04-25,21,Monday,4,April,Night,Light
3372868164,2016-04-25 22:00:00,64,5,0.083333,13,2016-04-25,22,Monday,4,April,Night,Light
3372868164,2016-04-25 23:00:00,56,0,0.0,0,2016-04-25,23,Monday,4,April,Night,Sedentary
3372868164,2016-04-26 00:00:00,57,1,0.016667,0,2016-04-26,0,Tuesday,4,April,Night,Light
3372868164,2016-04-26 01:00:00,57,1,0.016667,0,2016-04-26,1,Tuesday,4,April,Night,Light
3372868164,2016-04-26 02:00:00,57,1,0.016667,0,2016-04-26,2,Tuesday,4,April,Night,Light
3372868164,2016-04-26 03:00:00,56,0,0.0,0,2016-04-26,3,Tuesday,4,April,Night,Sedentary
3372868164,2016-04-26 04:00:00,57,1,0.016667,0,2016-04-26,4,Tuesday,4,April,Night,Light
3372868164,2016-04-26 05:00:00,57,1,0.016667,0,2016-04-26,5,Tuesday,4,April,Morning,Light
3372868164,2016-04-26 06:00:00,66,7,0.116667,95,2016-04-26,6,Tuesday,4,April,Morning,Light
3372868164,2016-04-26 07:00:00,65,6,0.1,112,2016-04-26,7,Tuesday,4,April,Morning,Light
3372868164,2016-04-26 08:00:00,145,41,0.683333,1105,2016-04-26,8,Tuesday,4,April,Morning,Light
3372868164,2016-04-26 09:00:00,260,97,1.616667,2941,2016-04-26,9,Tuesday,4,April,Morning,Light
3372868164,2016-04-26 10:00:00,110,35,0.583333,469,2016-04-26,10,Tuesday,4,April,Morning,Light
3372868164,2016-04-26 11:00:00,106,29,0.483333,781,2016-04-26,11,Tuesday,4,April,Morning,Light
3372868164,2016-04-26 12:00:00,82,18,0.3,183,2016-04-26,12,Tuesday,4,April,Afternoon,Light
3372868164,2016-04-26 13:00:00,100,26,0.433333,536,2016-04-26,13,Tuesday,4,April,Afternoon,Light
3372868164,2016-04-26 14:00:00,93,23,0.383333,465,2016-04-26,14,Tuesday,4,April,Afternoon,Light
3372868164,2016-04-26 15:00:00,62,4,0.066667,84,2016-04-26,15,Tuesday,4,April,Afternoon,Light
3372868164,2016-04-26 16:00:00,101,25,0.416667,500,2016-04-26,16,Tuesday,4,April,Afternoon,Light
3372868164,2016-04-26 17:00:00,89,23,0.383333,253,2016-04-26,17,Tuesday,4,April,Evening,Light
3372868164,2016-04-26 18:00:00,72,10,0.166667,145,2016-04-26,18,Tuesday,4,April,Evening,Light
3372868164,2016-04-26 19:00:00,84,16,0.266667,295,2016-04-26,19,Tuesday,4,April,Evening,Light
3372868164,2016-04-26 20:00:00,73,11,0.183333,262,2016-04-26,20,Tuesday,4,April,Evening,Light
3372868164,2016-04-26 21:00:00,76,14,0.233333,25,2016-04-26,21,Tuesday,4,April,Night,Light
3372868164,2016-04-26 22:00:00,69,9,0.15,32,2016-04-26,22,Tuesday,4,April,Night,Light
3372868164,2016-04-26 23:00:00,62,4,0.066667,0,2016-04-26,23,Tuesday,4,April,Night,Light
3372868164,2016-04-27 00:00:00,56,0,0.0,0,2016-04-27,0,Wednesday,4,April,Night,Sedentary
3372868164,2016-04-27 01:00:00,57,1,0.016667,0,2016-04-27,1,Wednesday,4,April,Night,Light
3372868164,2016-04-27 02:00:00,64,6,0.1,19,2016-04-27,2,Wednesday,4,April,Night,Light
3372868164,2016-04-27 03:00:00,59,2,0.033333,53,2016-04-27,3,Wednesday,4,April,Night,Light
3372868164,2016-04-27 04:00:00,57,1,0.016667,0,2016-04-27,4,Wednesday,4,April,Night,Light
3372868164,2016-04-27 05:00:00,56,0,0.0,0,2016-04-27,5,Wednesday,4,April,Morning,Sedentary
3372868164,2016-04-27 06:00:00,69,9,0.15,50,2016-04-27,6,Wednesday,4,April,Morning,Light
3372868164,2016-04-27 07:00:00,74,12,0.2,125,2016-04-27,7,Wednesday,4,April,Morning,Light
3372868164,2016-04-27 08:00:00,114,36,0.6,608,2016-04-27,8,Wednesday,4,April,Morning,Light
3372868164,2016-04-27 09:00:00,68,7,0.116667,134,2016-04-27,9,Wednesday,4,April,Morning,Light
3372868164,2016-04-27 10:00:00,112,32,0.533333,519,2016-04-27,10,Wednesday,4,April,Morning,Light
3372868164,2016-04-27 11:00:00,276,105,1.75,2727,2016-04-27,11,Wednesday,4,April,Morning,Light
3372868164,2016-04-27 12:00:00,88,21,0.35,231,2016-04-27,12,Wednesday,4,April,Afternoon,Light
3372868164,2016-04-27 13:00:00,101,29,0.483333,337,2016-04-27,13,Wednesday,4,April,Afternoon,Light
3372868164,2016-04-27 14:00:00,125,44,0.733333,630,2016-04-27,14,Wednesday,4,April,Afternoon,Light
3372868164,2016-04-27 15:00:00,82,17,0.283333,409,2016-04-27,15,Wednesday,4,April,Afternoon,Light
3372868164,2016-04-27 16:00:00,105,30,0.5,770,2016-04-27,16,Wednesday,4,April,Afternoon,Light
3372868164,2016-04-27 17:00:00,104,31,0.516667,446,2016-04-27,17,Wednesday,4,April,Evening,Light
3372868164,2016-04-27 18:00:00,72,10,0.166667,198,2016-04-27,18,Wednesday,4,April,Evening,Light
3372868164,2016-04-27 19:00:00,72,11,0.183333,139,2016-04-27,19,Wednesday,4,April,Evening,Light
3372868164,2016-04-27 20:00:00,85,20,0.333333,257,2016-04-27,20,Wednesday,4,April,Evening,Light
3372868164,2016-04-27 21:00:00,56,0,0.0,0,2016-04-27,21,Wednesday,4,April,Night,Sedentary
3372868164,2016-04-27 22:00:00,80,15,0.25,224,2016-04-27,22,Wednesday,4,April,Night,Light
3372868164,2016-04-27 23:00:00,63,5,0.083333,28,2016-04-27,23,Wednesday,4,April,Night,Light
3372868164,2016-04-28 00:00:00,57,1,0.016667,0,2016-04-28,0,Thursday,4,April,Night,Light
3372868164,2016-04-28 01:00:00,56,0,0.0,0,2016-04-28,1,Thursday,4,April,Night,Sedentary
3372868164,2016-04-28 02:00:00,56,0,0.0,0,2016-04-28,2,Thursday,4,April,Night,Sedentary
3372868164,2016-04-28 03:00:00,56,0,0.0,0,2016-04-28,3,Thursday,4,April,Night,Sedentary
3372868164,2016-04-28 04:00:00,56,0,0.0,0,2016-04-28,4,Thursday,4,April,Night,Sedentary
3372868164,2016-04-28 05:00:00,80,16,0.266667,112,2016-04-28,5,Thursday,4,April,Morning,Light
3372868164,2016-04-28 06:00:00,61,3,0.05,61,2016-04-28,6,Thursday,4,April,Morning,Light
3372868164,2016-04-28 07:00:00,108,33,0.55,441,2016-04-28,7,Thursday,4,April,Morning,Light
3372868164,2016-04-28 08:00:00,115,39,0.65,436,2016-04-28,8,Thursday,4,April,Morning,Light
3372868164,2016-04-28 09:00:00,75,13,0.216667,130,2016-04-28,9,Thursday,4,April,Morning,Light
3372868164,2016-04-28 10:00:00,123,39,0.65,630,2016-04-28,10,Thursday,4,April,Morning,Light
3372868164,2016-04-28 11:00:00,123,39,0.65,562,2016-04-28,11,Thursday,4,April,Morning,Light
3372868164,2016-04-28 12:00:00,106,32,0.533333,456,2016-04-28,12,Thursday,4,April,Afternoon,Light
3372868164,2016-04-28 13:00:00,81,16,0.266667,294,2016-04-28,13,Thursday,4,April,Afternoon,Light
3372868164,2016-04-28 14:00:00,82,16,0.266667,322,2016-04-28,14,Thursday,4,April,Afternoon,Light
3372868164,2016-04-28 15:00:00,101,28,0.466667,478,2016-04-28,15,Thursday,4,April,Afternoon,Light
3372868164,2016-04-28 16:00:00,75,12,0.2,169,2016-04-28,16,Thursday,4,April,Afternoon,Light
3372868164,2016-04-28 17:00:00,99,25,0.416667,304,2016-04-28,17,Thursday,4,April,Evening,Light
3372868164,2016-04-28 18:00:00,117,31,0.516667,559,2016-04-28,18,Thursday,4,April,Evening,Light
3372868164,2016-04-28 19:00:00,73,11,0.183333,188,2016-04-28,19,Thursday,4,April,Evening,Light
3372868164,2016-04-28 20:00:00,88,20,0.333333,304,2016-04-28,20,Thursday,4,April,Evening,Light
3372868164,2016-04-28 21:00:00,70,10,0.166667,58,2016-04-28,21,Thursday,4,April,Night,Light
3372868164,2016-04-28 22:00:00,57,1,0.016667,8,2016-04-28,22,Thursday,4,April,Night,Light
3372868164,2016-04-28 23:00:00,56,0,0.0,0,2016-04-28,23,Thursday,4,April,Night,Sedentary
3372868164,2016-04-29 00:00:00,56,0,0.0,0,2016-04-29,0,Friday,4,April,Night,Sedentary
3372868164,2016-04-29 01:00:00,57,1,0.016667,0,2016-04-29,1,Friday,4,April,Night,Light
3372868164,2016-04-29 02:00:00,56,0,0.0,0,2016-04-29,2,Friday,4,April,Night,Sedentary
3372868164,2016-04-29 03:00:00,56,0,0.0,0,2016-04-29,3,Friday,4,April,Night,Sedentary
3372868164,2016-04-29 04:00:00,57,1,0.016667,0,2016-04-29,4,Friday,4,April,Night,Light
3372868164,2016-04-29 05:00:00,80,17,0.283333,141,2016-04-29,5,Friday,4,April,Morning,Light
3372868164,2016-04-29 06:00:00,69,9,0.15,153,2016-04-29,6,Friday,4,April,Morning,Light
3372868164,2016-04-29 07:00:00,72,11,0.183333,118,2016-04-29,7,Friday,4,April,Morning,Light
3372868164,2016-04-29 08:00:00,107,34,0.566667,572,2016-04-29,8,Friday,4,April,Morning,Light
3372868164,2016-04-29 09:00:00,97,26,0.433333,349,2016-04-29,9,Friday,4,April,Morning,Light
3372868164,2016-04-29 10:00:00,120,33,0.55,1366,2016-04-29,10,Friday,4,April,Morning,Light
3372868164,2016-04-29 11:00:00,163,49,0.816667,2510,2016-04-29,11,Friday,4,April,Morning,Light
3372868164,2016-04-29 12:00:00,118,34,0.566667,707,2016-04-29,12,Friday,4,April,Afternoon,Light
3372868164,2016-04-29 13:00:00,105,28,0.466667,526,2016-04-29,13,Friday,4,April,Afternoon,Light
3372868164,2016-04-29 14:00:00,115,34,0.566667,465,2016-04-29,14,Friday,4,April,Afternoon,Light
3372868164,2016-04-29 15:00:00,120,40,0.666667,469,2016-04-29,15,Friday,4,April,Afternoon,Light
3372868164,2016-04-29 16:00:00,97,22,0.366667,508,2016-04-29,16,Friday,4,April,Afternoon,Light
3372868164,2016-04-29 17:00:00,79,9,0.15,469,2016-04-29,17,Friday,4,April,Evening,Light
3372868164,2016-04-29 18:00:00,79,13,0.216667,324,2016-04-29,18,Friday,4,April,Evening,Light
3372868164,2016-04-29 19:00:00,68,8,0.133333,57,2016-04-29,19,Friday,4,April,Evening,Light
3372868164,2016-04-29 20:00:00,76,13,0.216667,237,2016-04-29,20,Friday,4,April,Evening,Light
3372868164,2016-04-29 21:00:00,85,20,0.333333,164,2016-04-29,21,Friday,4,April,Night,Light
3372868164,2016-04-29 22:00:00,56,0,0.0,0,2016-04-29,22,Friday,4,April,Night,Sedentary
3372868164,2016-04-29 23:00:00,56,0,0.0,0,2016-04-29,23,Friday,4,April,Night,Sedentary
3372868164,2016-04-30 00:00:00,58,1,0.016667,17,2016-04-30,0,Saturday,4,April,Night,Light
3372868164,2016-04-30 01:00:00,56,0,0.0,0,2016-04-30,1,Saturday,4,April,Night,Sedentary
3372868164,2016-04-30 02:00:00,57,1,0.016667,0,2016-04-30,2,Saturday,4,April,Night,Light
3372868164,2016-04-30 03:00:00,56,0,0.0,0,2016-04-30,3,Saturday,4,April,Night,Sedentary
3372868164,2016-04-30 04:00:00,56,0,0.0,0,2016-04-30,4,Saturday,4,April,Night,Sedentary
3372868164,2016-04-30 05:00:00,56,0,0.0,0,2016-04-30,5,Saturday,4,April,Morning,Sedentary
3372868164,2016-04-30 06:00:00,63,5,0.083333,81,2016-04-30,6,Saturday,4,April,Morning,Light
3372868164,2016-04-30 07:00:00,81,15,0.25,223,2016-04-30,7,Saturday,4,April,Morning,Light
3372868164,2016-04-30 08:00:00,68,8,0.133333,98,2016-04-30,8,Saturday,4,April,Morning,Light
3372868164,2016-04-30 09:00:00,236,90,1.5,1970,2016-04-30,9,Saturday,4,April,Morning,Light
3372868164,2016-04-30 10:00:00,104,34,0.566667,129,2016-04-30,10,Saturday,4,April,Morning,Light
3372868164,2016-04-30 11:00:00,60,3,0.05,8,2016-04-30,11,Saturday,4,April,Morning,Light
3372868164,2016-04-30 12:00:00,89,22,0.366667,175,2016-04-30,12,Saturday,4,April,Afternoon,Light
3372868164,2016-04-30 13:00:00,85,18,0.3,244,2016-04-30,13,Saturday,4,April,Afternoon,Light
3372868164,2016-04-30 14:00:00,130,46,0.766667,586,2016-04-30,14,Saturday,4,April,Afternoon,Light
3372868164,2016-04-30 15:00:00,92,21,0.35,309,2016-04-30,15,Saturday,4,April,Afternoon,Light
3372868164,2016-04-30 16:00:00,93,23,0.383333,344,2016-04-30,16,Saturday,4,April,Afternoon,Light
3372868164,2016-04-30 17:00:00,85,19,0.316667,217,2016-04-30,17,Saturday,4,April,Evening,Light
3372868164,2016-04-30 18:00:00,89,21,0.35,332,2016-04-30,18,Saturday,4,April,Evening,Light
3372868164,2016-04-30 19:00:00,66,6,0.1,97,2016-04-30,19,Saturday,4,April,Evening,Light
3372868164,2016-04-30 20:00:00,81,15,0.25,305,2016-04-30,20,Saturday,4,April,Evening,Light
3372868164,2016-04-30 21:00:00,63,5,0.083333,69,2016-04-30,21,Saturday,4,April,Night,Light
3372868164,2016-04-30 22:00:00,65,6,0.1,46,2016-04-30,22,Saturday,4,April,Night,Light
3372868164,2016-04-30 23:00:00,56,0,0.0,0,2016-04-30,23,Saturday,4,April,Night,Sedentary
3372868164,2016-05-01 00:00:00,59,2,0.033333,6,2016-05-01,0,Sunday,5,May,Night,Light
3372868164,2016-05-01 01:00:00,56,0,0.0,0,2016-05-01,1,Sunday,5,May,Night,Sedentary
3372868164,2016-05-01 02:00:00,56,0,0.0,0,2016-05-01,2,Sunday,5,May,Night,Sedentary
3372868164,2016-05-01 03:00:00,56,0,0.0,0,2016-05-01,3,Sunday,5,May,Night,Sedentary
3372868164,2016-05-01 04:00:00,57,1,0.016667,0,2016-05-01,4,Sunday,5,May,Night,Light
3372868164,2016-05-01 05:00:00,66,7,0.116667,6,2016-05-01,5,Sunday,5,May,Morning,Light
3372868164,2016-05-01 06:00:00,67,7,0.116667,120,2016-05-01,6,Sunday,5,May,Morning,Light
3372868164,2016-05-01 07:00:00,91,22,0.366667,436,2016-05-01,7,Sunday,5,May,Morning,Light
3372868164,2016-05-01 08:00:00,84,16,0.266667,483,2016-05-01,8,Sunday,5,May,Morning,Light
3372868164,2016-05-01 09:00:00,74,11,0.183333,147,2016-05-01,9,Sunday,5,May,Morning,Light
3372868164,2016-05-01 10:00:00,65,5,0.083333,115,2016-05-01,10,Sunday,5,May,Morning,Light
3372868164,2016-05-01 11:00:00,88,21,0.35,221,2016-05-01,11,Sunday,5,May,Morning,Light
3372868164,2016-05-01 12:00:00,82,18,0.3,197,2016-05-01,12,Sunday,5,May,Afternoon,Light
3372868164,2016-05-01 13:00:00,79,15,0.25,136,2016-05-01,13,Sunday,5,May,Afternoon,Light
3372868164,2016-05-01 14:00:00,125,31,0.516667,965,2016-05-01,14,Sunday,5,May,Afternoon,Light
3372868164,2016-05-01 15:00:00,62,4,0.066667,69,2016-05-01,15,Sunday,5,May,Afternoon,Light
3977333714,2016-04-12 00:00:00,80,16,0.266667,753,2016-04-12,0,Tuesday,4,April,Night,Light
3977333714,2016-04-12 01:00:00,42,0,0.0,0,2016-04-12,1,Tuesday,4,April,Night,Sedentary
