Id,SleepDay,TotalSleepRecords,TotalMinutesAsleep,TotalTimeInBed,SleepHours,TimeInBedHours,SleepEfficiencyPct,DayOfWeek,Month,MonthName,SleepCategory
6117666160,2016-05-07,2,498,507,8.3,8.45,98.22,Saturday,5,May,Recommended Range
6117666160,2016-05-08,1,555,603,9.25,10.05,92.04,Sunday,5,May,Long Sleep
6117666160,2016-05-09,1,492,522,8.2,8.7,94.25,Monday,5,May,Recommended Range
6775888955,2016-04-13,1,235,260,3.92,4.33,90.38,Wednesday,4,April,Very Short Sleep
6775888955,2016-04-14,1,423,441,7.05,7.35,95.92,Thursday,4,April,Recommended Range
6775888955,2016-04-15,1,391,406,6.52,6.77,96.31,Friday,4,April,Short Sleep
6962181067,2016-04-12,1,366,387,6.1,6.45,94.57,Tuesday,4,April,Short Sleep
6962181067,2016-04-13,3,630,679,10.5,11.32,92.78,Wednesday,4,April,Long Sleep
6962181067,2016-04-14,2,508,535,8.47,8.92,94.95,Thursday,4,April,Recommended Range
6962181067,2016-04-15,1,370,386,6.17,6.43,95.85,Friday,4,April,Short Sleep
6962181067,2016-04-16,1,357,366,5.95,6.1,97.54,Saturday,4,April,Short Sleep
6962181067,2016-04-17,1,427,446,7.12,7.43,95.74,Sunday,4,April,Recommended Range
6962181067,2016-04-18,1,442,458,7.37,7.63,96.51,Monday,4,April,Recommended Range
6962181067,2016-04-19,1,476,535,7.93,8.92,88.97,Tuesday,4,April,Recommended Range
6962181067,2016-04-20,1,418,424,6.97,7.07,98.58,Wednesday,4,April,Short Sleep
6962181067,2016-04-21,1,451,457,7.52,7.62,98.69,Thursday,4,April,Recommended Range
6962181067,2016-04-22,1,425,435,7.08,7.25,97.7,Friday,4,April,Recommended Range
6962181067,2016-04-23,1,528,546,8.8,9.1,96.7,Saturday,4,April,Recommended Range
6962181067,2016-04-24,1,511,514,8.52,8.57,99.42,Sunday,4,April,Recommended Range
6962181067,2016-04-25,1,400,415,6.67,6.92,96.39,Monday,4,April,Short Sleep
6962181067,2016-04-26,1,441,446,7.35,7.43,98.88,Tuesday,4,April,Recommended Range
6962181067,2016-04-27,1,455,467,7.58,7.78,97.43,Wednesday,4,April,Recommended Range
6962181067,2016-04-28,1,440,453,7.33,7.55,97.13,Thursday,4,April,Recommended Range
6962181067,2016-04-29,1,433,447,7.22,7.45,96.87,Friday,4,April,Recommended Range
6962181067,2016-04-30,1,422,424,7.03,7.07,99.53,Saturday,4,April,Recommended Range
6962181067,2016-05-01,1,411,426,6.85,7.1,96.48,Sunday,5,May,Short Sleep
6962181067,2016-05-02,1,466,482,7.77,8.03,96.68,Monday,5,May,Recommended Range
6962181067,2016-05-03,1,394,418,6.57,6.97,94.26,Tuesday,5,May,Short Sleep
6962181067,2016-05-04,1,442,455,7.37,7.58,97.14,Wednesday,5,May,Recommended Range
6962181067,2016-05-05,1,467,491,7.78,8.18,95.11,Thursday,5,May,Recommended Range
6962181067,2016-05-06,1,443,462,7.38,7.7,95.89,Friday,5,May,Recommended Range
6962181067,2016-05-07,1,298,334,4.97,5.57,89.22,Saturday,5,May,Very Short Sleep
6962181067,2016-05-08,1,541,569,9.02,9.48,95.08,Sunday,5,May,Long Sleep
6962181067,2016-05-09,1,489,497,8.15,8.28,98.39,Monday,5,May,Recommended Range
6962181067,2016-05-10,1,469,481,7.82,8.02,97.51,Tuesday,5,May,Recommended Range
6962181067,2016-05-11,1,452,480,7.53,8.0,94.17,Wednesday,5,May,Recommended Range
6962181067,2016-05-12,1,516,535,8.6,8.92,96.45,Thursday,5,May,Recommended Range
7007744171,2016-04-16,1,79,82,1.32,1.37,96.34,Saturday,4,April,Very Short Sleep
7007744171,2016-05-01,1,58,61,0.97,1.02,95.08,Sunday,5,May,Very Short Sleep
7086361926,2016-04-12,1,514,525,8.57,8.75,97.9,Tuesday,4,April,Recommended Range
7086361926,2016-04-13,1,451,465,7.52,7.75,96.99,Wednesday,4,April,Recommended Range
7086361926,2016-04-14,1,472,476,7.87,7.93,99.16,Thursday,4,April,Recommended Range
7086361926,2016-04-15,1,377,386,6.28,6.43,97.67,Friday,4,April,Short Sleep
7086361926,2016-04-19,1,472,483,7.87,8.05,97.72,Tuesday,4,April,Recommended Range
7086361926,2016-04-20,1,492,502,8.2,8.37,98.01,Wednesday,4,April,Recommended Range
7086361926,2016-04-21,1,390,411,6.5,6.85,94.89,Thursday,4,April,Short Sleep
7086361926,2016-04-22,1,428,448,7.13,7.47,95.54,Friday,4,April,Recommended Range
7086361926,2016-04-24,1,681,704,11.35,11.73,96.73,Sunday,4,April,Long Sleep
7086361926,2016-04-25,1,446,447,7.43,7.45,99.78,Monday,4,April,Recommended Range
7086361926,2016-04-26,1,485,500,8.08,8.33,97.0,Tuesday,4,April,Recommended Range
7086361926,2016-04-27,1,469,479,7.82,7.98,97.91,Wednesday,4,April,Recommended Range
7086361926,2016-04-28,1,354,367,5.9,6.12,96.46,Thursday,4,April,Short Sleep
7086361926,2016-04-30,1,485,489,8.08,8.15,99.18,Saturday,4,April,Recommended Range
7086361926,2016-05-01,1,388,407,6.47,6.78,95.33,Sunday,5,May,Short Sleep
7086361926,2016-05-02,1,440,459,7.33,7.65,95.86,Monday,5,May,Recommended Range
7086361926,2016-05-03,1,456,461,7.6,7.68,98.92,Tuesday,5,May,Recommended Range
7086361926,2016-05-04,1,420,436,7.0,7.27,96.33,Wednesday,5,May,Recommended Range
7086361926,2016-05-06,1,322,333,5.37,5.55,96.7,Friday,5,May,Short Sleep
7086361926,2016-05-07,1,530,548,8.83,9.13,96.72,Saturday,5,May,Recommended Range
7086361926,2016-05-08,1,481,510,8.02,8.5,94.31,Sunday,5,May,Recommended Range
7086361926,2016-05-09,1,427,438,7.12,7.3,97.49,Monday,5,May,Recommended Range
7086361926,2016-05-11,1,451,463,7.52,7.72,97.41,Wednesday,5,May,Recommended Range
7086361926,2016-05-12,1,444,457,7.4,7.62,97.16,Thursday,5,May,Recommended Range
8053475328,2016-04-20,1,486,493,8.1,8.22,98.58,Wednesday,4,April,Recommended Range
8053475328,2016-04-23,1,331,337,5.52,5.62,98.22,Saturday,4,April,Short Sleep
8053475328,2016-05-07,1,74,75,1.23,1.25,98.67,Saturday,5,May,Very Short Sleep
8378563200,2016-04-12,1,338,356,5.63,5.93,94.94,Tuesday,4,April,Short Sleep
8378563200,2016-04-13,2,447,487,7.45,8.12,91.79,Wednesday,4,April,Recommended Range
8378563200,2016-04-14,1,424,455,7.07,7.58,93.19,Thursday,4,April,Recommended Range
8378563200,2016-04-15,1,513,533,8.55,8.88,96.25,Friday,4,April,Recommended Range
8378563200,2016-04-16,2,611,689,10.18,11.48,88.68,Saturday,4,April,Long Sleep
8378563200,2016-04-17,2,525,591,8.75,9.85,88.83,Sunday,4,April,Recommended Range
8378563200,2016-04-18,1,398,451,6.63,7.52,88.25,Monday,4,April,Short Sleep
8378563200,2016-04-19,1,387,421,6.45,7.02,91.92,Tuesday,4,April,Short Sleep
8378563200,2016-04-20,1,381,409,6.35,6.82,93.15,Wednesday,4,April,Short Sleep
8378563200,2016-04-21,1,396,417,6.6,6.95,94.96,Thursday,4,April,Short Sleep
8378563200,2016-04-22,1,441,469,7.35,7.82,94.03,Friday,4,April,Recommended Range
8378563200,2016-04-23,1,565,591,9.42,9.85,95.6,Saturday,4,April,Long Sleep
8378563200,2016-04-24,1,458,492,7.63,8.2,93.09,Sunday,4,April,Recommended Range
8378563200,2016-04-25,1,388,402,6.47,6.7,96.52,Monday,4,April,Short Sleep
8378563200,2016-04-26,1,550,584,9.17,9.73,94.18,Tuesday,4,April,Long Sleep
8378563200,2016-04-27,1,531,600,8.85,10.0,88.5,Wednesday,4,April,Recommended Range
8378563200,2016-04-28,1,506,556,8.43,9.27,91.01,Thursday,4,April,Recommended Range
8378563200,2016-04-29,1,527,562,8.78,9.37,93.77,Friday,4,April,Recommended Range
8378563200,2016-04-30,1,468,555,7.8,9.25,84.32,Saturday,4,April,Recommended Range
8378563200,2016-05-01,1,475,539,7.92,8.98,88.13,Sunday,5,May,Recommended Range
8378563200,2016-05-02,1,351,385,5.85,6.42,91.17,Monday,5,May,Short Sleep
8378563200,2016-05-03,1,405,429,6.75,7.15,94.41,Tuesday,5,May,Short Sleep
8378563200,2016-05-04,1,441,477,7.35,7.95,92.45,Wednesday,5,May,Recommended Range
8378563200,2016-05-05,1,381,417,6.35,6.95,91.37,Thursday,5,May,Short Sleep
8378563200,2016-05-06,1,323,355,5.38,5.92,90.99,Friday,5,May,Short Sleep
8378563200,2016-05-07,2,459,513,7.65,8.55,89.47,Saturday,5,May,Recommended Range
8378563200,2016-05-08,1,545,606,9.08,10.1,89.93,Sunday,5,May,Long Sleep
8378563200,2016-05-09,1,359,399,5.98,6.65,89.97,Monday,5,May,Short Sleep
8378563200,2016-05-10,1,342,391,5.7,6.52,87.47,Tuesday,5,May,Short Sleep
8378563200,2016-05-11,1,368,387,6.13,6.45,95.09,Wednesday,5,May,Short Sleep
8378563200,2016-05-12,1,496,546,8.27,9.1,90.84,Thursday,5,May,Recommended Range
8792009665,2016-04-12,1,458,493,7.63,8.22,92.9,Tuesday,4,April,Recommended Range
8792009665,2016-04-13,1,531,552,8.85,9.2,96.2,Wednesday,4,April,Recommended Range
8792009665,2016-04-14,1,486,503,8.1,8.38,96.62,Thursday,4,April,Recommended Range
8792009665,2016-04-15,1,363,377,6.05,6.28,96.29,Friday,4,April,Short Sleep
8792009665,2016-04-20,1,528,547,8.8,9.12,96.53,Wednesday,4,April,Recommended Range
8792009665,2016-04-22,1,391,407,6.52,6.78,96.07,Friday,4,April,Short Sleep
8792009665,2016-04-23,1,339,360,5.65,6.0,94.17,Saturday,4,April,Short Sleep
8792009665,2016-04-27,1,423,428,7.05,7.13,98.83,Wednesday,4,April,Recommended Range
8792009665,2016-04-28,1,402,416,6.7,6.93,96.63,Thursday,4,April,Short Sleep
8792009665,2016-04-29,1,398,406,6.63,6.77,98.03,Friday,4,April,Short Sleep
8792009665,2016-04-30,1,343,360,5.72,6.0,95.28,Saturday,4,April,Short Sleep
8792009665,2016-05-01,1,503,527,8.38,8.78,95.45,Sunday,5,May,Recommended Range
8792009665,2016-05-02,1,415,423,6.92,7.05,98.11,Monday,5,May,Short Sleep
8792009665,2016-05-03,1,516,545,8.6,9.08,94.68,Tuesday,5,May,Recommended Range
8792009665,2016-05-04,1,439,463,7.32,7.72,94.82,Wednesday,5,May,Recommended Range
